id,amount_paise,status,failure_reason,customer_ref,previous_successful_payments,previous_recovery_attempts,customer_tenure_days,previous_failed_payments,average_order_value,time_since_last_successful_payment_hours,time_since_last_recovery_attempt_hours,checkout_duration_seconds,payment_method,ground_truth_recoverable,ground_truth_outcome,ground_truth_recovered_amount,created_at
e533743e-065c-439d-9da2-2be94160c391,1546654,failed,card_declined,cust_repeat_55,4,2,292,7,289960,280,143,70,netbanking,True,recovered,1546654,2026-07-28 16:03:37+00:00
ea2af0a2-361a-4e25-a9d8-766ea8ce8218,960558,failed,otp_timeout,cust_5e40c69a23574dae,0,0,55,1,79997,,,153,card,True,recovered,960558,2026-07-28 17:04:53+00:00
c52bde73-81e2-4b0b-8a7e-cdd873d5f970,367791,abandoned_checkout,customer_abandoned,cust_3153aa33b23139c1,0,0,12,0,204352,,,315,upi,True,recovered,367791,2026-07-28 18:12:54+00:00
674942d0-253a-476f-a034-cb84ca4934a5,1624540,succeeded,,cust_f4365dffd6722197,0,0,57,2,165733,,,91,card,False,not_recovered,0,2026-07-28 19:07:02+00:00
160747cb-3881-4e87-965b-1b7876bdc857,776914,succeeded,,cust_repeat_125,5,0,222,6,395727,16,,152,netbanking,False,not_recovered,0,2026-07-28 19:16:48+00:00
1aa406f9-3a0b-4e74-b747-5111e9627509,948126,failed,network_error,cust_ba2b2549c436a92b,0,0,51,2,269391,,,28,netbanking,True,recovered,948126,2026-07-28 20:13:27+00:00
321f8b80-8f31-4b17-be25-850c67d2a18e,707712,abandoned_checkout,customer_abandoned,cust_repeat_26,5,0,442,4,655166,97,,394,card,True,recovered,707712,2026-07-28 20:42:58+00:00
45c7c750-58f4-4c13-bbc7-ed980e81d66b,864942,abandoned_checkout,customer_abandoned,cust_49ca85f4901140c1,0,2,19,0,207651,,5,387,card,True,recovered,864942,2026-07-28 21:29:58+00:00
d4eb7044-59e0-4bc1-b9fb-6d7983caa828,161153,failed,otp_timeout,cust_d0e2adcd93c0a5eb,0,0,27,0,65502,,,144,upi,True,recovered,161153,2026-07-28 21:54:55+00:00
3abb193f-2830-43dc-aef2-aea2a018fba7,181855,abandoned_checkout,customer_abandoned,cust_repeat_33,9,0,636,3,101865,95,,598,upi,True,recovered,181855,2026-07-28 22:39:05+00:00
011eef6a-5417-431b-aa70-396375a679eb,312727,abandoned_checkout,customer_abandoned,cust_dd4c786a2eb2618c,0,0,38,2,30734,,,134,card,True,recovered,312727,2026-07-28 23:24:56+00:00
39387555-d48f-429b-a21a-0ea04bb355c3,1738184,failed,otp_timeout,cust_repeat_141,6,0,1180,5,235386,151,,270,upi,True,recovered,1738184,2026-07-29 00:48:47+00:00
1ca4b7a2-6941-473b-bd2d-7ac92b7b3b56,1307248,succeeded,,cust_repeat_173,9,0,820,3,211771,187,,135,card,False,not_recovered,0,2026-07-29 00:58:58+00:00
7216fb88-1dbe-4e21-84a0-491e852dd859,315434,succeeded,,cust_5970474100364e55,0,0,42,1,133624,,,115,card,False,not_recovered,0,2026-07-29 01:12:02+00:00
22568ace-acca-477e-be87-0a258b764554,1408400,failed,network_error,cust_repeat_28,2,0,197,0,237367,61,,232,card,True,recovered,1408400,2026-07-29 01:56:12+00:00
2d962188-1542-499f-9d72-e78de56d5446,720531,failed,card_declined,cust_c40c2993e4152260,0,1,33,0,152441,,61,351,card,False,not_recovered,0,2026-07-29 02:24:42+00:00
264cd4ef-08c0-417f-a066-e2cc0f1f86f6,303309,failed,otp_timeout,cust_bc76b710aad2b9e7,0,2,41,0,185275,,99,212,card,True,recovered,303309,2026-07-29 02:40:42+00:00
1ba81b59-e4f8-4a9f-a0f2-fe5b3aaef849,574309,failed,insufficient_funds,cust_0f4507898dcbe86e,0,0,43,1,282964,,,339,upi,True,recovered,574309,2026-07-29 03:01:24+00:00
085a80ef-e2f0-4728-b09d-eb5ad9fdcfdb,1267557,succeeded,,cust_bd22fc143b4f86ed,0,0,32,0,76880,,,155,upi,False,not_recovered,0,2026-07-29 04:19:23+00:00
6ecb06b1-82d2-4c8c-9b01-71bd92729a65,992402,succeeded,,cust_3deb0ed4fba7158b,0,0,3,0,51021,,,74,card,False,not_recovered,0,2026-07-29 06:14:45+00:00
42a5376b-5d7b-4497-bd03-3b0b1bf34a8c,837156,failed,card_declined,cust_repeat_10,4,0,234,6,15129,158,,195,card,True,recovered,837156,2026-07-29 07:25:16+00:00
6e2f0095-bca1-40c1-963c-f389ad784fd4,590239,failed,card_declined,cust_afeeb9f352846822,0,2,54,0,275907,,162,35,netbanking,True,recovered,590239,2026-07-29 09:31:55+00:00
d8c8fe55-2ebb-4867-a109-3aae103176b0,1888316,succeeded,,cust_repeat_89,5,0,507,2,72622,199,,54,upi,False,not_recovered,0,2026-07-29 10:02:06+00:00
12000694-934d-4f56-b213-a5fff178c664,872298,failed,card_declined,cust_6a9ac2873b669b72,0,1,55,0,36488,,9,286,upi,True,recovered,872298,2026-07-29 11:46:20+00:00
cb51d4a4-46ee-4848-9e00-6232be90491c,1310872,abandoned_checkout,customer_abandoned,cust_ec1f625dff7254ec,0,0,48,2,24846,,,531,upi,False,not_recovered,0,2026-07-29 12:00:28+00:00
93014fbd-59b4-4b50-9188-353d64f4c2a0,355852,failed,card_declined,cust_f2d461c3b1f31dc3,8,5,235,9,250952,111,118,49,upi,False,not_recovered,0,2026-07-29 12:42:06+00:00
faa300b3-2e6f-4b9b-b42c-5395a98b48c8,618571,failed,card_declined,cust_840587b09edb23d2,0,0,26,1,153636,,,24,netbanking,True,recovered,618571,2026-07-29 12:57:37+00:00
d769b548-8170-4844-ba95-43a0308eca6a,196561,succeeded,,cust_558e724d2cb0f21b,0,0,41,2,40933,,,53,card,False,not_recovered,0,2026-07-29 14:49:16+00:00
4b7dde9a-bd32-45d8-bb92-a3c100aaa7c3,1102728,succeeded,,cust_c882e07c301ee02e,0,0,60,1,126351,,,153,upi,False,not_recovered,0,2026-07-29 15:05:58+00:00
85e10614-a65c-41c4-8829-0a82a891f1e3,1099997,failed,insufficient_funds,cust_3c0ea497fe4941a9,0,0,44,2,74730,,,160,netbanking,False,not_recovered,0,2026-07-29 15:16:28+00:00
3be9db72-7126-4131-9488-a88e407369bf,1411684,failed,otp_timeout,cust_d5951dc2a80a3663,0,1,41,0,292229,,11,42,upi,False,not_recovered,0,2026-07-29 15:21:44+00:00
85bf7a4b-2343-432b-8553-5a3546b50456,1896947,succeeded,,cust_ab885cec64b95748,0,0,53,1,126495,,,79,netbanking,False,not_recovered,0,2026-07-29 16:52:45+00:00
044b451d-65d6-49cc-aae2-212070ae673c,1226359,failed,card_declined,cust_8fd56f06b8fe5d36,0,0,50,0,91273,,,111,netbanking,True,recovered,1226359,2026-07-29 17:40:31+00:00
3f99bd3e-b50d-4759-88ed-f8e01fa77a04,716391,failed,network_error,cust_fdd38c41bc402fb7,2,3,345,3,229167,233,26,289,upi,False,not_recovered,0,2026-07-29 17:43:20+00:00
d803d84c-e03a-4145-b3e0-f100194df842,1340831,succeeded,,cust_f90e9e80e6f4d3fb,0,0,21,1,240313,,,154,netbanking,False,not_recovered,0,2026-07-29 17:52:40+00:00
cb163f7e-2da6-44af-88e0-5af62b8b2692,1532084,failed,card_declined,cust_d13c9ed85ce74088,0,0,15,0,294585,,,171,upi,False,not_recovered,0,2026-07-29 18:38:26+00:00
30ac5dac-1b0f-470f-9221-f387e89becce,1958801,failed,card_declined,cust_f726ee3dc93dc346,0,0,18,1,35744,,,268,upi,False,not_recovered,0,2026-07-29 18:42:58+00:00
13065964-0538-4645-8eaa-9f1de37601be,650830,failed,network_error,cust_ba7ddc9a0144acc6,8,4,727,1,425205,49,122,75,upi,False,not_recovered,0,2026-07-29 20:28:01+00:00
726099eb-4cdc-44bc-95d7-103714712ec2,1096906,abandoned_checkout,customer_abandoned,cust_0b0c42557ba52cb0,0,2,34,1,244504,,27,331,upi,True,recovered,1096906,2026-07-29 20:33:50+00:00
bc82bbda-d236-4ae2-b0f0-d51e155325cf,1368188,failed,network_error,cust_repeat_36,3,0,114,0,430565,181,,324,netbanking,False,not_recovered,0,2026-07-29 20:49:33+00:00
a1258b17-536c-4a13-9891-a32cb97d0d88,1321686,succeeded,,cust_6dd1ab60698299a0,0,0,43,0,184736,,,117,upi,False,not_recovered,0,2026-07-29 21:09:31+00:00
ef77c4b0-c033-4687-81a8-89f374f7d9aa,1707605,failed,otp_timeout,cust_1d3ceacee11595fd,0,0,19,0,213990,,,269,card,True,recovered,1707605,2026-07-29 21:14:09+00:00
07756cd8-fb30-46b0-a831-249dae156fde,952690,succeeded,,cust_668fe9765d620361,0,0,57,0,12745,,,122,upi,False,not_recovered,0,2026-07-29 21:53:18+00:00
d075add0-a95c-4e79-a519-569e82e1a77f,240668,succeeded,,cust_dd803129c0266a50,0,0,10,1,101304,,,128,card,False,not_recovered,0,2026-07-29 23:20:33+00:00
14a5a38b-61cd-4ef3-b9b7-0725a9c1756e,1602913,abandoned_checkout,customer_abandoned,cust_434f7abe60cb481f,0,2,28,2,164515,,139,561,card,False,not_recovered,0,2026-07-29 23:44:41+00:00
7cf1447f-07a0-4d99-b548-62d0ab12c200,355201,abandoned_checkout,customer_abandoned,cust_2c093bab6e7186ed,0,0,7,0,287669,,,388,upi,True,recovered,355201,2026-07-30 01:09:43+00:00
fc4a4fd1-a968-4da4-90dd-2cf50aeafe77,1856815,failed,network_error,cust_d304ba3874aa4075,0,0,55,2,293904,,,229,upi,True,recovered,1856815,2026-07-30 02:24:15+00:00
b8a7f83d-2115-4c6a-becf-5be28592b814,305660,succeeded,,cust_d03c83088d12f381,0,0,53,2,133776,,,99,upi,False,not_recovered,0,2026-07-30 02:58:56+00:00
afcd3c7a-7035-4394-a2ac-659ebc5e518c,22694,succeeded,,cust_9b1ac66f1da323c3,0,2,34,0,241145,,94,119,upi,False,not_recovered,0,2026-07-30 03:04:11+00:00
75771085-e425-41ec-b086-de5a47cc09cb,1634323,succeeded,,cust_49bedf919fe48c8f,0,1,50,0,277352,,55,105,card,False,not_recovered,0,2026-07-30 04:09:01+00:00
7ee06e2b-837e-40c1-94b2-cb0ef124b44d,1913430,failed,card_declined,cust_59d817234e38dbb3,0,2,41,0,86066,,8,116,card,True,recovered,1913430,2026-07-30 04:11:40+00:00
4c4ab369-6bdf-401b-a905-566e1259fda4,1986148,failed,network_error,cust_e06802db1326d807,0,0,52,1,286661,,,341,upi,True,recovered,1986148,2026-07-30 05:15:15+00:00
e5079d13-b021-46d8-ace0-0514ebaea182,792879,succeeded,,cust_d4cd5f55f945ae1b,0,0,31,0,81583,,,79,upi,False,not_recovered,0,2026-07-30 05:42:35+00:00
3e008137-5be8-4b42-9698-824b48954794,1317114,failed,network_error,cust_4ebf9a8841a999a7,0,0,5,2,75198,,,305,card,True,recovered,1317114,2026-07-30 06:19:05+00:00
7df0a4f7-bb22-463c-bdc2-1b0e18b7025e,446176,failed,insufficient_funds,cust_d94efc4da5f4ec07,0,0,0,0,275194,,,267,upi,False,not_recovered,0,2026-07-30 06:20:36+00:00
cf44dccf-6c34-4032-8654-b68795df1dc3,1052564,failed,otp_timeout,cust_0d2241b8c8ea9a9f,0,0,31,2,212424,,,372,netbanking,True,recovered,1052564,2026-07-30 07:20:03+00:00
748a6dac-2731-4297-aaf6-b9e63de1b705,1987530,succeeded,,cust_83425ded302b2ac0,0,0,26,1,213318,,,51,netbanking,False,not_recovered,0,2026-07-30 08:05:34+00:00
6e237214-bae8-4a0f-b737-0277ab66d77a,245876,failed,insufficient_funds,cust_repeat_6,9,0,343,1,201756,107,,41,card,True,recovered,245876,2026-07-30 08:27:18+00:00
a3fefc52-2056-4b76-b80b-15ad5e23f19a,792262,failed,network_error,cust_fdd1b0920d1962f2,0,0,58,1,182820,,,368,upi,True,recovered,792262,2026-07-30 08:32:13+00:00
64ece122-61c7-4480-b079-a05bf603b8cd,1073834,failed,network_error,cust_c21e15cf356c130f,3,3,232,1,67311,205,166,303,card,False,not_recovered,0,2026-07-30 09:33:42+00:00
370f22e6-da01-44c9-a78e-ace71d75aaa1,1044431,failed,otp_timeout,cust_83b272a5a8e2a1d3,0,0,50,2,283309,,,182,card,True,recovered,1044431,2026-07-30 09:41:05+00:00
ff84a340-c617-4188-8cd4-b4e542c915f3,1840803,succeeded,,cust_dbf929a5a4c9ca07,0,0,16,0,134901,,,51,upi,False,not_recovered,0,2026-07-30 09:45:37+00:00
9cdc1bd3-7b49-407d-a520-f0f4c111ca20,478551,succeeded,,cust_f7e335440efbd0b3,0,0,30,1,27582,,,101,upi,False,not_recovered,0,2026-07-30 10:43:12+00:00
e24bdeac-83df-4466-8221-b5c05dad972e,1290952,succeeded,,cust_e10b34a71d630a6f,0,0,38,1,119153,,,73,netbanking,False,not_recovered,0,2026-07-30 11:52:37+00:00
ec6ffa8d-6adb-4218-a61a-4f07000d4ed3,273751,failed,insufficient_funds,cust_repeat_12,3,0,230,6,147547,451,,290,card,False,not_recovered,0,2026-07-30 12:27:14+00:00
1159a7d1-c85e-465a-9e96-3235ba8a58c4,168093,abandoned_checkout,customer_abandoned,cust_310275dff6c15c0c,0,0,59,1,248555,,,352,upi,True,recovered,168093,2026-07-30 12:28:59+00:00
610a94f0-84b6-41cf-b397-599406c2d3f7,773991,succeeded,,cust_e9e779f6bee9cd56,0,1,8,2,141073,,14,153,upi,False,not_recovered,0,2026-07-30 13:54:48+00:00
998e377d-e2b4-4166-bdad-593f3a1f89c6,78611,failed,card_declined,cust_e7b3bb1c863e2601,0,1,15,1,76020,,145,125,card,True,recovered,78611,2026-07-30 14:18:05+00:00
5e44cab8-1ecc-4ea8-9024-c32a24726933,937649,failed,otp_timeout,cust_c8b63ae1ae32cd9c,0,2,13,2,235278,,85,218,card,True,recovered,937649,2026-07-30 14:51:33+00:00
4e037771-361d-4170-8f7f-209ecb82cdd6,981734,failed,network_error,cust_f181b7382d3bd1f7,0,0,31,0,158959,,,365,netbanking,True,recovered,981734,2026-07-30 15:27:44+00:00
fd653980-751e-440f-8df0-6cfd31617f90,913678,failed,network_error,cust_repeat_93,7,0,294,4,121593,172,,26,netbanking,True,recovered,913678,2026-07-30 17:08:37+00:00
89d73037-5e6b-432d-b003-c40f0d096877,955839,abandoned_checkout,customer_abandoned,cust_f7053e6e67f12039,0,0,10,2,226914,,,220,card,False,not_recovered,0,2026-07-30 17:20:07+00:00
844c441e-a9f7-489f-8f81-1ca3e3630565,735994,failed,insufficient_funds,cust_repeat_167,2,0,275,3,211585,27,,390,netbanking,True,recovered,735994,2026-07-30 17:21:52+00:00
ca3d3f01-68a8-4f2f-8b62-82f2cfc9dedb,470872,succeeded,,cust_repeat_32,6,0,673,4,228915,24,,119,netbanking,False,not_recovered,0,2026-07-30 17:27:34+00:00
86e7185e-0ea3-49e8-8703-71493d70b2ba,1118900,abandoned_checkout,customer_abandoned,cust_aaf0d2628b968acc,0,0,5,0,47999,,,288,netbanking,True,recovered,1118900,2026-07-30 18:21:11+00:00
2d4a6b9b-3539-4ad7-8cfa-9a74ce7adf00,1708146,failed,network_error,cust_repeat_126,10,0,799,10,158231,38,,192,card,True,recovered,1708146,2026-07-30 18:53:53+00:00
e5453c44-8a62-40df-bfee-2bf14d159d29,1845392,succeeded,,cust_5010b65a6c630a1a,0,0,17,0,138068,,,165,card,False,not_recovered,0,2026-07-30 19:23:52+00:00
1c725d46-d2f2-47d6-bf4b-5f028e559298,269474,succeeded,,cust_repeat_20,5,1,463,0,346619,195,141,168,card,False,not_recovered,0,2026-07-30 20:26:34+00:00
a6132764-067e-4d10-a783-32d270e8c4d2,1996527,failed,network_error,cust_repeat_84,7,0,223,7,603698,44,,225,upi,True,recovered,1996527,2026-07-30 21:03:56+00:00
8b26b37c-5f46-47be-af0f-93ba9db8ae8a,266092,failed,card_declined,cust_5743b91272a6a1dd,0,0,11,2,213704,,,54,upi,True,recovered,266092,2026-07-30 21:41:18+00:00
a6291765-a044-41d7-b164-0659d272cf5e,471871,succeeded,,cust_repeat_34,5,0,762,6,223071,107,,68,upi,False,not_recovered,0,2026-07-30 22:38:01+00:00
f5fde1aa-a4f3-4754-b85a-6f018b8f9249,168843,failed,card_declined,cust_4285b2bd2fdba547,0,0,23,2,199546,,,86,netbanking,True,recovered,168843,2026-07-30 22:56:14+00:00
64a7cfcf-3ba6-44e1-8f63-b665e9271198,105872,failed,otp_timeout,cust_408d946a7c7fa8ff,0,1,10,1,194641,,44,91,netbanking,True,recovered,105872,2026-07-30 23:13:39+00:00
e4085d4b-8187-499f-8cd7-8e116a801501,802903,failed,insufficient_funds,cust_7f6290623cdd3d59,0,0,43,2,218202,,,336,netbanking,False,not_recovered,0,2026-07-31 00:23:59+00:00
98520a16-5b75-4671-90e2-fb97626b116a,1160029,failed,network_error,cust_b776c9fe0837003b,0,0,32,0,229745,,,31,card,True,recovered,1160029,2026-07-31 01:05:10+00:00
58e6d0ad-3ceb-4ab5-9b22-cf56d2879a83,907132,failed,card_declined,cust_e3d4d7bc34cce70b,0,1,31,1,118775,,118,70,card,True,recovered,907132,2026-07-31 01:38:45+00:00
32af6dce-f572-4740-988f-9f493bc6eeb7,1114762,succeeded,,cust_e6f5373d54c106e2,0,0,6,1,131574,,,49,upi,False,not_recovered,0,2026-07-31 02:49:39+00:00
7766f926-43df-4b5d-b58a-4a1ce5902218,1042987,succeeded,,cust_844bc57e47f55a63,0,1,14,0,130286,,121,43,card,False,not_recovered,0,2026-07-31 03:06:18+00:00
2a261b2b-9971-408b-97e1-19d90a7d9512,736512,abandoned_checkout,customer_abandoned,cust_b813c7e1b853e666,0,2,47,2,222915,,159,165,card,False,not_recovered,0,2026-07-31 03:09:01+00:00
ad18bf3b-81c3-4daa-82c4-4b184daaa493,709940,failed,network_error,cust_repeat_77,6,0,902,3,653375,36,,386,netbanking,True,recovered,709940,2026-07-31 03:12:46+00:00
e19f0c85-598f-464e-a4d0-09c66520088c,1415624,failed,network_error,cust_repeat_41,6,0,329,4,85046,177,,171,card,True,recovered,1415624,2026-07-31 05:29:20+00:00
4cf7e868-0866-4a2a-a302-3f850e3f27f6,1526828,failed,card_declined,cust_repeat_0,5,0,226,1,464278,89,,378,card,True,recovered,1526828,2026-07-31 05:29:56+00:00
c12403a0-5cc3-478f-97b7-3f5bd6d28e44,593882,abandoned_checkout,customer_abandoned,cust_833da16980dc2ff2,0,0,8,2,145629,,,102,netbanking,True,recovered,593882,2026-07-31 05:38:27+00:00
a85c6c0e-399b-4a72-82dd-9134d8e00c11,329711,failed,otp_timeout,cust_repeat_52,5,3,933,5,600333,39,57,134,netbanking,False,not_recovered,0,2026-07-31 05:45:22+00:00
15d58fb5-fbed-4cb2-a3fe-99a44423d449,1358101,succeeded,,cust_85edf963e60cc562,0,0,5,1,287679,,,53,upi,False,not_recovered,0,2026-07-31 05:49:35+00:00
a1338fff-a8a9-48e4-941d-fa74c1c6386f,540295,succeeded,,cust_8fe0a7c9878a9343,0,0,29,2,209381,,,73,card,False,not_recovered,0,2026-07-31 05:50:06+00:00
9997ffc3-7451-45df-ad1f-c5e1bb6d026c,773795,succeeded,,cust_524700aeb3b7495a,0,0,24,1,20339,,,31,netbanking,False,not_recovered,0,2026-07-31 07:15:35+00:00
f23656e3-0e22-44b0-9e0c-056f7d8250b5,1526429,abandoned_checkout,customer_abandoned,cust_repeat_193,3,0,382,0,114835,270,,160,upi,True,recovered,1526429,2026-07-31 07:58:59+00:00
568b230c-687c-4b28-b1ed-6b8b0c2eedd3,1130155,failed,card_declined,cust_8d939f7b9da6e95a,0,0,20,0,250840,,,247,upi,False,not_recovered,0,2026-07-31 08:45:19+00:00
e8548caa-dfb8-4810-a788-1cb4ae6852e1,577142,abandoned_checkout,customer_abandoned,cust_7630bba284d9a10b,0,2,46,0,156638,,46,322,card,False,not_recovered,0,2026-07-31 09:53:49+00:00
a107bf30-57fb-4d73-88f3-cc2679491f08,1604515,failed,otp_timeout,cust_repeat_123,2,0,248,3,462764,66,,173,netbanking,True,recovered,1604515,2026-07-31 10:07:10+00:00
7d6782f7-ca04-4955-96d8-d02beef00adf,1814482,succeeded,,cust_23c6e2070f6f4c1f,0,0,10,2,12132,,,54,upi,False,not_recovered,0,2026-07-31 11:09:32+00:00
83ef7142-fcea-424f-938e-aa26f2a77dbf,326559,failed,otp_timeout,cust_22bb7792c40d52ad,0,0,3,1,111194,,,33,netbanking,True,recovered,326559,2026-07-31 12:30:33+00:00
a3809e14-e238-46ba-917b-a074c518361c,659535,abandoned_checkout,customer_abandoned,cust_157a82a517187edd,0,0,15,0,228881,,,463,card,False,not_recovered,0,2026-07-31 14:05:25+00:00
