id,synthetic_event_id,at_risk,recoverability,risk_reason,detected_at,ground_truth_recoverable,ground_truth_outcome
f6dbc44f-da0b-4f71-a04c-b0a9817d1da8,39387555-d48f-429b-a21a-0ea04bb355c3,True,high,TRANSIENT_FAILURE,2026-08-26 17:38:44.719504+00:00,True,recovered
c9254fbc-c2f9-4c63-836d-fea558816b8c,1ca4b7a2-6941-473b-bd2d-7ac92b7b3b56,False,none,NOT_AT_RISK,2026-08-26 17:38:44.719504+00:00,False,not_recovered
befa2fc3-64db-417c-b2cf-7ae64f85c861,7216fb88-1dbe-4e21-84a0-491e852dd859,False,none,NOT_AT_RISK,2026-08-26 17:38:44.719504+00:00,False,not_recovered
31c509c3-3f81-4456-8f6a-e7720b533bef,22568ace-acca-477e-be87-0a258b764554,True,high,TRANSIENT_FAILURE,2026-08-26 17:38:44.719504+00:00,True,recovered
4ab1c705-f115-4e19-809d-71493766fc3d,2d962188-1542-499f-9d72-e78de56d5446,True,low,LOW_RECOVERY_PROBABILITY,2026-08-26 17:38:44.719504+00:00,False,not_recovered
8e0aacd5-46a2-46f5-bdec-0e04899dc13d,264cd4ef-08c0-417f-a066-e2cc0f1f86f6,True,high,TRANSIENT_FAILURE,2026-08-26 17:38:44.719504+00:00,True,recovered
23fbb0e3-d0ab-4e9f-980b-103b17dad602,1ba81b59-e4f8-4a9f-a0f2-fe5b3aaef849,True,low,LOW_RECOVERY_PROBABILITY,2026-08-26 17:38:44.719504+00:00,True,recovered
cc2e3c24-bed6-4987-9284-165513f77756,085a80ef-e2f0-4728-b09d-eb5ad9fdcfdb,False,none,NOT_AT_RISK,2026-08-26 17:38:44.719504+00:00,False,not_recovered
b6c3d571-eb05-458f-a085-4bc7fec0bb95,6ecb06b1-82d2-4c8c-9b01-71bd92729a65,False,none,NOT_AT_RISK,2026-08-26 17:38:44.719504+00:00,False,not_recovered
868bf9c3-b48d-4e26-8cef-ac019ee2e023,42a5376b-5d7b-4497-bd03-3b0b1bf34a8c,True,low,LOW_RECOVERY_PROBABILITY,2026-08-26 17:38:44.719504+00:00,True,recovered
4387bf25-1c05-4e82-9e51-b5eb490d9023,6e2f0095-bca1-40c1-963c-f389ad784fd4,True,low,LOW_RECOVERY_PROBABILITY,2026-08-26 17:38:44.719504+00:00,True,recovered
72f69c0b-b3c1-428a-8783-7b9ab861f08d,d8c8fe55-2ebb-4867-a109-3aae103176b0,False,none,NOT_AT_RISK,2026-08-26 17:38:44.719504+00:00,False,not_recovered
6effa3ea-6359-49f7-a712-de52f886c70c,12000694-934d-4f56-b213-a5fff178c664,True,low,LOW_RECOVERY_PROBABILITY,2026-08-26 17:38:44.719504+00:00,True,recovered
1554730c-b25c-4737-84ef-c90a448bd3e3,cb51d4a4-46ee-4848-9e00-6232be90491c,True,high,CHECKOUT_ABANDONMENT,2026-08-26 17:38:44.719504+00:00,False,not_recovered
395bbf76-ba32-42f1-9bbe-53847cd4cd73,93014fbd-59b4-4b50-9188-353d64f4c2a0,True,none,EXHAUSTED_ATTEMPTS,2026-08-26 17:38:44.719504+00:00,False,not_recovered
7ff9567f-849e-43fb-809c-8134428db62b,faa300b3-2e6f-4b9b-b42c-5395a98b48c8,True,low,LOW_RECOVERY_PROBABILITY,2026-08-26 17:38:44.719504+00:00,True,recovered
0ef9dde3-43fd-4fba-88c9-9c1492bc5851,d769b548-8170-4844-ba95-43a0308eca6a,False,none,NOT_AT_RISK,2026-08-26 17:38:44.719504+00:00,False,not_recovered
8096846e-9353-4a94-a166-49cd927df9a5,4b7dde9a-bd32-45d8-bb92-a3c100aaa7c3,False,none,NOT_AT_RISK,2026-08-26 17:38:44.719504+00:00,False,not_recovered
4cf10222-56ef-4ae1-a971-87edcf7b8669,85e10614-a65c-41c4-8829-0a82a891f1e3,True,low,LOW_RECOVERY_PROBABILITY,2026-08-26 17:38:44.719504+00:00,False,not_recovered
104a4756-5935-4a79-a780-08789a4fa14b,3be9db72-7126-4131-9488-a88e407369bf,True,high,TRANSIENT_FAILURE,2026-08-26 17:38:44.719504+00:00,False,not_recovered
2a143b37-d8a9-440b-a2a0-44463ab7d7af,85bf7a4b-2343-432b-8553-5a3546b50456,False,none,NOT_AT_RISK,2026-08-26 17:38:44.719504+00:00,False,not_recovered
549ad199-a98a-43f3-baa5-0b7b37d973fd,044b451d-65d6-49cc-aae2-212070ae673c,True,low,LOW_RECOVERY_PROBABILITY,2026-08-26 17:38:44.719504+00:00,True,recovered
9dc6da7f-9369-4aa1-bdb4-c148cf7a2c2a,3f99bd3e-b50d-4759-88ed-f8e01fa77a04,True,none,EXHAUSTED_ATTEMPTS,2026-08-26 17:38:44.719504+00:00,False,not_recovered
bd9d2091-af04-4efd-9315-d0eb52444c0a,d803d84c-e03a-4145-b3e0-f100194df842,False,none,NOT_AT_RISK,2026-08-26 17:38:44.719504+00:00,False,not_recovered
cb319f71-7923-492c-813d-59f55687a4fb,cb163f7e-2da6-44af-88e0-5af62b8b2692,True,low,LOW_RECOVERY_PROBABILITY,2026-08-26 17:38:44.719504+00:00,False,not_recovered
58f6418d-b477-46b4-9182-d8edc2799b6e,30ac5dac-1b0f-470f-9221-f387e89becce,True,low,LOW_RECOVERY_PROBABILITY,2026-08-26 17:38:44.719504+00:00,False,not_recovered
13911738-d0ae-4aef-aa2e-c4b9b2b7e073,13065964-0538-4645-8eaa-9f1de37601be,True,none,EXHAUSTED_ATTEMPTS,2026-08-26 17:38:44.719504+00:00,False,not_recovered
9704bafa-9a7e-4c7a-b1c8-c6d8088afe04,726099eb-4cdc-44bc-95d7-103714712ec2,True,high,CHECKOUT_ABANDONMENT,2026-08-26 17:38:44.719504+00:00,True,recovered
2cf134ec-8351-4e09-bc0d-445ca5249ccd,bc82bbda-d236-4ae2-b0f0-d51e155325cf,True,high,TRANSIENT_FAILURE,2026-08-26 17:38:44.719504+00:00,False,not_recovered
f5d7949a-321b-46bf-9cdc-2f6d542c89c1,a1258b17-536c-4a13-9891-a32cb97d0d88,False,none,NOT_AT_RISK,2026-08-26 17:38:44.719504+00:00,False,not_recovered
701287a0-f7df-4ace-bc49-679511d5510b,ef77c4b0-c033-4687-81a8-89f374f7d9aa,True,high,TRANSIENT_FAILURE,2026-08-26 17:38:44.719504+00:00,True,recovered
d526731c-8d74-40b3-8506-e746040ee02f,07756cd8-fb30-46b0-a831-249dae156fde,False,none,NOT_AT_RISK,2026-08-26 17:38:44.719504+00:00,False,not_recovered
aa714dfa-580a-47b9-b296-9aa42dc4056e,d075add0-a95c-4e79-a519-569e82e1a77f,False,none,NOT_AT_RISK,2026-08-26 17:38:44.719504+00:00,False,not_recovered
fb621d03-5384-405b-907e-7767f5e80aed,14a5a38b-61cd-4ef3-b9b7-0725a9c1756e,True,high,CHECKOUT_ABANDONMENT,2026-08-26 17:38:44.719504+00:00,False,not_recovered
ce279306-1efe-4b73-b6e8-fe48ae64c398,7cf1447f-07a0-4d99-b548-62d0ab12c200,True,high,CHECKOUT_ABANDONMENT,2026-08-26 17:38:44.719504+00:00,True,recovered
62171d65-7411-4961-960c-423fb78f586a,fc4a4fd1-a968-4da4-90dd-2cf50aeafe77,True,high,TRANSIENT_FAILURE,2026-08-26 17:38:44.719504+00:00,True,recovered
fbd1210e-5f74-4a1f-99db-ed0ae361bdee,b8a7f83d-2115-4c6a-becf-5be28592b814,False,none,NOT_AT_RISK,2026-08-26 17:38:44.719504+00:00,False,not_recovered
92ae45d2-2ea0-4be2-869a-81e9b921f9c6,afcd3c7a-7035-4394-a2ac-659ebc5e518c,False,none,NOT_AT_RISK,2026-08-26 17:38:44.719504+00:00,False,not_recovered
20cc9798-1d82-4d8e-9341-5d57d78fb348,75771085-e425-41ec-b086-de5a47cc09cb,False,none,NOT_AT_RISK,2026-08-26 17:38:44.719504+00:00,False,not_recovered
fa27a0ae-5a88-42f4-8111-642a12363e7e,7ee06e2b-837e-40c1-94b2-cb0ef124b44d,True,low,LOW_RECOVERY_PROBABILITY,2026-08-26 17:38:44.719504+00:00,True,recovered
5094e44b-9b82-4a1b-b48c-243e87676bfb,4c4ab369-6bdf-401b-a905-566e1259fda4,True,high,TRANSIENT_FAILURE,2026-08-26 17:38:44.719504+00:00,True,recovered
fcfc50c6-50e4-4803-ada0-316a736afab0,e5079d13-b021-46d8-ace0-0514ebaea182,False,none,NOT_AT_RISK,2026-08-26 17:38:44.719504+00:00,False,not_recovered
c1f52720-52f3-4b04-9691-b8b1685b3f94,3e008137-5be8-4b42-9698-824b48954794,True,high,TRANSIENT_FAILURE,2026-08-26 17:38:44.719504+00:00,True,recovered
8bb86bb2-d7cb-4cf2-96aa-06f96216da21,7df0a4f7-bb22-463c-bdc2-1b0e18b7025e,True,low,LOW_RECOVERY_PROBABILITY,2026-08-26 17:38:44.719504+00:00,False,not_recovered
4fd4f69e-8aad-4d94-9751-6500adc0387f,cf44dccf-6c34-4032-8654-b68795df1dc3,True,high,TRANSIENT_FAILURE,2026-08-26 17:38:44.719504+00:00,True,recovered
1b1a3676-d8f4-489a-af8a-91fbe045770b,748a6dac-2731-4297-aaf6-b9e63de1b705,False,none,NOT_AT_RISK,2026-08-26 17:38:44.719504+00:00,False,not_recovered
d418fa27-fc05-4510-a481-6d236897f3c3,6e237214-bae8-4a0f-b737-0277ab66d77a,True,low,LOW_RECOVERY_PROBABILITY,2026-08-26 17:38:44.719504+00:00,True,recovered
301e093c-cec0-498b-a009-c64fb6fa7fae,a3fefc52-2056-4b76-b80b-15ad5e23f19a,True,high,TRANSIENT_FAILURE,2026-08-26 17:38:44.719504+00:00,True,recovered
ad5d459f-beb0-4f50-98f2-f71550cb4f92,64ece122-61c7-4480-b079-a05bf603b8cd,True,none,EXHAUSTED_ATTEMPTS,2026-08-26 17:38:44.719504+00:00,False,not_recovered
b7d163c2-3fbe-4515-9707-e19c5ff36067,370f22e6-da01-44c9-a78e-ace71d75aaa1,True,high,TRANSIENT_FAILURE,2026-08-26 17:38:44.719504+00:00,True,recovered
ea34838f-88eb-4bd4-a8c7-752288c74fe0,ff84a340-c617-4188-8cd4-b4e542c915f3,False,none,NOT_AT_RISK,2026-08-26 17:38:44.719504+00:00,False,not_recovered
191e8574-d3f6-4140-a583-83bf62c87977,9cdc1bd3-7b49-407d-a520-f0f4c111ca20,False,none,NOT_AT_RISK,2026-08-26 17:38:44.719504+00:00,False,not_recovered
74d2d68e-79aa-4c2b-9769-7088ca1a3d1c,e24bdeac-83df-4466-8221-b5c05dad972e,False,none,NOT_AT_RISK,2026-08-26 17:38:44.719504+00:00,False,not_recovered
9c192931-8b43-45e1-a83f-0b970a4e5e62,ec6ffa8d-6adb-4218-a61a-4f07000d4ed3,True,low,LOW_RECOVERY_PROBABILITY,2026-08-26 17:38:44.719504+00:00,False,not_recovered
3df06696-50aa-433f-84d9-507b742cbd3c,1159a7d1-c85e-465a-9e96-3235ba8a58c4,True,high,CHECKOUT_ABANDONMENT,2026-08-26 17:38:46.156465+00:00,True,recovered
4be01093-aabe-4a20-9c7c-33a1ad008047,610a94f0-84b6-41cf-b397-599406c2d3f7,False,none,NOT_AT_RISK,2026-08-26 17:38:46.156465+00:00,False,not_recovered
f851a056-d606-4e15-98f0-326716e0d447,998e377d-e2b4-4166-bdad-593f3a1f89c6,True,low,LOW_RECOVERY_PROBABILITY,2026-08-26 17:38:46.156465+00:00,True,recovered
4e982732-0478-4f88-9879-3011727de2c4,5e44cab8-1ecc-4ea8-9024-c32a24726933,True,high,TRANSIENT_FAILURE,2026-08-26 17:38:46.156465+00:00,True,recovered
88f88144-f208-4420-8957-37a95b3252ea,4e037771-361d-4170-8f7f-209ecb82cdd6,True,high,TRANSIENT_FAILURE,2026-08-26 17:38:46.156465+00:00,True,recovered
0cb130b9-74aa-4b41-bb04-c8b3c6646b75,fd653980-751e-440f-8df0-6cfd31617f90,True,high,TRANSIENT_FAILURE,2026-08-26 17:38:46.156465+00:00,True,recovered
f9d8b992-aeaa-4e47-b4e7-4242eafddbfa,89d73037-5e6b-432d-b003-c40f0d096877,True,high,CHECKOUT_ABANDONMENT,2026-08-26 17:38:46.156465+00:00,False,not_recovered
e2505e4e-8111-407c-98f8-39e94e9d42eb,844c441e-a9f7-489f-8f81-1ca3e3630565,True,low,LOW_RECOVERY_PROBABILITY,2026-08-26 17:38:46.156465+00:00,True,recovered
05eb00c8-ce02-4d3f-a97b-29cda24e3cc9,ca3d3f01-68a8-4f2f-8b62-82f2cfc9dedb,False,none,NOT_AT_RISK,2026-08-26 17:38:46.156465+00:00,False,not_recovered
8915423e-5fc5-48e1-90e5-e67e0bf12236,86e7185e-0ea3-49e8-8703-71493d70b2ba,True,high,CHECKOUT_ABANDONMENT,2026-08-26 17:38:46.156465+00:00,True,recovered
f16ca757-7234-42c6-91fb-171130f7454d,2d4a6b9b-3539-4ad7-8cfa-9a74ce7adf00,True,high,TRANSIENT_FAILURE,2026-08-26 17:38:46.156465+00:00,True,recovered
375ad254-26cf-4396-9ca6-46604e4ca140,e5453c44-8a62-40df-bfee-2bf14d159d29,False,none,NOT_AT_RISK,2026-08-26 17:38:46.156465+00:00,False,not_recovered
d0ba8f10-2c2f-46a2-9e76-1a4c80b0b81a,1c725d46-d2f2-47d6-bf4b-5f028e559298,False,none,NOT_AT_RISK,2026-08-26 17:38:46.156465+00:00,False,not_recovered
e7acb352-f6b2-45ff-be70-a5d975b1fa6e,a6132764-067e-4d10-a783-32d270e8c4d2,True,high,TRANSIENT_FAILURE,2026-08-26 17:38:46.156465+00:00,True,recovered
1d4134e5-3890-4fef-837e-2751085b9698,8b26b37c-5f46-47be-af0f-93ba9db8ae8a,True,low,LOW_RECOVERY_PROBABILITY,2026-08-26 17:38:46.156465+00:00,True,recovered
62e60afd-c90f-4e8e-b08b-127367a15342,a6291765-a044-41d7-b164-0659d272cf5e,False,none,NOT_AT_RISK,2026-08-26 17:38:46.156465+00:00,False,not_recovered
a350d50a-7add-4096-a60c-174362508657,f5fde1aa-a4f3-4754-b85a-6f018b8f9249,True,low,LOW_RECOVERY_PROBABILITY,2026-08-26 17:38:46.156465+00:00,True,recovered
5a17b16b-b298-4b30-9a94-decf9c43af6e,64a7cfcf-3ba6-44e1-8f63-b665e9271198,True,high,TRANSIENT_FAILURE,2026-08-26 17:38:46.156465+00:00,True,recovered
5a9f59e3-95fd-43be-b647-e27d97b6de05,e4085d4b-8187-499f-8cd7-8e116a801501,True,low,LOW_RECOVERY_PROBABILITY,2026-08-26 17:38:46.156465+00:00,False,not_recovered
b6f512a5-21f2-4342-9884-13186b66bd6e,98520a16-5b75-4671-90e2-fb97626b116a,True,high,TRANSIENT_FAILURE,2026-08-26 17:38:46.156465+00:00,True,recovered
1568fbd3-eb28-460b-ad4e-624cab4388b8,58e6d0ad-3ceb-4ab5-9b22-cf56d2879a83,True,low,LOW_RECOVERY_PROBABILITY,2026-08-26 17:38:46.156465+00:00,True,recovered
fcae7cff-319c-4674-91fe-4b6ab2ff0a3e,32af6dce-f572-4740-988f-9f493bc6eeb7,False,none,NOT_AT_RISK,2026-08-26 17:38:46.156465+00:00,False,not_recovered
15770a9b-ff09-4154-9bf6-3b74fd11b03b,7766f926-43df-4b5d-b58a-4a1ce5902218,False,none,NOT_AT_RISK,2026-08-26 17:38:46.156465+00:00,False,not_recovered
99a5ffbb-c742-4ee5-b0fd-bff2336fc393,2a261b2b-9971-408b-97e1-19d90a7d9512,True,high,CHECKOUT_ABANDONMENT,2026-08-26 17:38:46.156465+00:00,False,not_recovered
111e297d-7107-436e-af6f-bdce8715736c,ad18bf3b-81c3-4daa-82c4-4b184daaa493,True,high,TRANSIENT_FAILURE,2026-08-26 17:38:46.156465+00:00,True,recovered
ae37f10e-2f12-4351-83e4-722b1cb18b24,e19f0c85-598f-464e-a4d0-09c66520088c,True,high,TRANSIENT_FAILURE,2026-08-26 17:38:46.156465+00:00,True,recovered
16b47246-8e30-432b-b68c-a562ef64fcfd,4cf7e868-0866-4a2a-a302-3f850e3f27f6,True,low,LOW_RECOVERY_PROBABILITY,2026-08-26 17:38:46.156465+00:00,True,recovered
7ec344e2-c2f5-4e54-a48d-b584c696fac5,c12403a0-5cc3-478f-97b7-3f5bd6d28e44,True,high,CHECKOUT_ABANDONMENT,2026-08-26 17:38:46.156465+00:00,True,recovered
bd3897d7-685d-4206-9e5a-e1cbf82bff97,a85c6c0e-399b-4a72-82dd-9134d8e00c11,True,none,EXHAUSTED_ATTEMPTS,2026-08-26 17:38:46.156465+00:00,False,not_recovered
fbe3f9c1-4369-44e3-8b16-f5476d642ef6,15d58fb5-fbed-4cb2-a3fe-99a44423d449,False,none,NOT_AT_RISK,2026-08-26 17:38:46.156465+00:00,False,not_recovered
adb806f8-7156-4de8-9797-a15f49cde701,a1338fff-a8a9-48e4-941d-fa74c1c6386f,False,none,NOT_AT_RISK,2026-08-26 17:38:46.156465+00:00,False,not_recovered
1236cce4-80ec-446e-bcde-102f9003de1f,9997ffc3-7451-45df-ad1f-c5e1bb6d026c,False,none,NOT_AT_RISK,2026-08-26 17:38:46.156465+00:00,False,not_recovered
4bc64b37-3ba3-45fe-a565-595c185bc60d,f23656e3-0e22-44b0-9e0c-056f7d8250b5,True,high,CHECKOUT_ABANDONMENT,2026-08-26 17:38:46.156465+00:00,True,recovered
1f841015-e2e4-48ba-bdac-2201b942d8ad,568b230c-687c-4b28-b1ed-6b8b0c2eedd3,True,low,LOW_RECOVERY_PROBABILITY,2026-08-26 17:38:46.156465+00:00,False,not_recovered
b6aaba73-731a-4794-b5a6-4e5e970b203c,e8548caa-dfb8-4810-a788-1cb4ae6852e1,True,high,CHECKOUT_ABANDONMENT,2026-08-26 17:38:46.156465+00:00,False,not_recovered
f31462a2-af09-43e8-b1a3-9a14eb8bb518,a107bf30-57fb-4d73-88f3-cc2679491f08,True,high,TRANSIENT_FAILURE,2026-08-26 17:38:46.156465+00:00,True,recovered
d863a6ad-1f90-4dae-961e-78c5148c6461,7d6782f7-ca04-4955-96d8-d02beef00adf,False,none,NOT_AT_RISK,2026-08-26 17:38:46.156465+00:00,False,not_recovered
4c8b2a42-80f4-437c-99d5-86085f4b1c01,83ef7142-fcea-424f-938e-aa26f2a77dbf,True,high,TRANSIENT_FAILURE,2026-08-26 17:38:46.156465+00:00,True,recovered
c442fd09-a931-4868-818b-1dea4a45b719,a3809e14-e238-46ba-917b-a074c518361c,True,high,CHECKOUT_ABANDONMENT,2026-08-26 17:38:46.156465+00:00,False,not_recovered
